38,그림으로 보는 한국사 1,최종순,11,04,04,"학년필독서 / 선사 시대부터 우리 겨레의 첫 국가인 고조선과 주변의 여러 나라들, 그리고 고구려, 백제의 이야기이다."
39,그림으로 보는 한국사 2,황은희,11,04,04,"학년필독서 / 삼국 가운데 가장 늦게 발전해 삼국을 통일한 신라와 철의 왕국 가야, 화려한 문화를 꽃피운 최초의 통일 왕조 통일 신라의 이야기이다."
40,그림으로 보는 한국사 3,유재광,11,01,05,"사회 5-2 / 후고구려와 후백제, 신라로 나뉘어 있던 한반도를 다시 통일해 고려를 세운 왕건 이야기부터 신하들 사이의 권력 싸움과 주변 나라의 침입으로 쇠퇴의 길을 걷기까지 고려의 이야기이다."
41,금강산 호랑이,권정생,03,02,03," / "
42,금도끼 은도끼,이솝,02,01,02," / "
43,금을 버린 형제,우현옥,03,02,02," / "
44,기분을 말해 봐요,디디에 레비,05,01,02," / "
45,기찬 딸,김진완,01,01,04,국어활동4-2~r~n전문 수록~r~n9단원~r~n /  추운 겨울 날 기차에서 탄생한 엄마의 이야기를 통해 부모님에 대한 감사함과 그리움을 담은 동시에 옛 정취를 잘 나타낸 그림책이다.
46,긴긴 겨울잠에 폭 빠진 동물들,미셸 프란체스코니,01,02,02," / "
47,김구,이은규,09,02,02," / "
48,김득신,박선욱,01,01,05,국어5-2 나 ~r~n일부 수록 ~r~n5단원 /  많이 읽고 쓰기로 이름났던 정약용이 감탄한 최고의 조선 최고의 독서가 김득신이 사실은 총명과는 거리가 먼 노력왕이었다는 내용을 담고 있다.
49,김용택 선생님이 챙겨 주신 1학년 책가방 동화,김용택,01,01,02," / "
50,김유신,최경아,09,02,02," / "
51,김홍도의 풍속화로 배우는 옛 사람들의 삶,최석조,18,01,06,국어6-1 나~r~n그림 수록~r~n6단원 / 조선시대 화가 단원 김홍도의 <단원풍속화첩>에 들어 있는 그림을 하나하나 뜯어 당시 생활 모습을 상세하게 알려준다.
52,까만 아기 양,엘리자베스 쇼,01,01,02," / "
53,까만나라 노란추장,강무홍,09,02,02," / "
54,꺼벙이 억수,윤수천,01,03,02," / "
55,꺼벙이 억수랑 아나바다,윤수천,01,04,03,"학년필독서 / 주인공 억수와 친구들을 통해 아나바다를 알고, 아나바다가 환경에 얼마나 큰 도움이 되는지 알려준다."
56,"꼬레, 우리는 친구예요!",임영희,05,02,02," / "
57,꼬마 임금님의 전쟁놀이,미헬 스트라이히,01,02,01," / "
58,꼬물꼬물 땅속 작은 벌레,다시로 치사토,05,02,01," / "
59,꼬부랑 할머니,권정생,03,01,01," / "
60,꼴찌라도 괜찮아!,유계영,01,01,03,국어3-2나~r~n일부 수록~r~n6단원 / 운동이 싫은 기찬이가 운동회에서 이어달리기 주자가 된다. 기찬이는 꼴찌였지만 응원을 받고 열심히 달린다.
61,꽃신,윤아해,01,01,04,국어활동4-1~r~n전문 수록~r~n3단원~r~n /  거지소년 디딤이가 자신에게 꽃신을 벗어준 아가씨를 잊지 않고 갖바치가 되어 은혜를 갚는 이야기이다.
62,꿀독에 빠진 여우,안선모,01,01,01," / "
63,나눔으로 따듯한 세상을 만든 진짜 부자들,이향안,09,04,05,"학년필독서 / 자신의 신념에 따라 아름다운 기부를 실천한 진짜 부자들의 이야기이다. "
64,나는 3학년 2반 7번 애벌레,김원아,01,01,03," / "
65,나는 나의 주인,채인선,01,02,02," / "
66,나는 비단길로 간다,이현,11,01,06,"국어6-2 나~r~n일부 수록~r~n8단원 / 발해 상단의 딸인 홍라가 어머니의 실종으로 상단의 빚을 떠안게 되고, 빚을 갚기 위해 교역길에 오르는 이야기다."
67,나는 자라요,김희경,01,01,01," / "
68,나는 헬렌 켈러야,브래드 멜처,09,01,01," / "
69,나무 그늘을 산 총각,권규헌,04,01,04,국어4-1 가~r~n전문 수록~r~n2단원~r~n /  부자 영감이 나무 그늘에서 낮잠을 자고 있는 총각을 내쫓으려다 총각의 잔꾀에 도리어 골탕을 먹게 되는 이야기이다.
70,나무늘보가 사는 숲에서,아누크 부아로베르,01,01,01," / "
71,나무늘보니까,무라카미 히토미,01,02,01," / "
72,나무들이 재잘거리는 숲 이야기,김남길,06,01,02," / "
73,나쁜 어린이표,황선미,01,04,03,학년필독서 / 건우는 뜻하지 않게 계속 나쁜 어린이 표를 받게 되고 선생님을 미워한다. 선생과 제자의 오해는 날로 쌓여가고 마지막에 서로를 이해하며 갈등이 해결된다.
74,나와 조금 다를 뿐이야,이금이,01,04,05,학년필독서 / 영무와 수아를 통해 나와 다른 사람의 모습을 인정하고 받아들이는 것이 삶에서 얼마나 중요한지 일깨워주는 이야기이다.
75,나의 개 보드리,헤디 프리드,01,02,02," / "
76,나의 라임 오렌지 나무,J. M. 데 바스콘셀로스,01,04,05,학년필독서 / 너무도 일찍 슬픔을 발견한 다섯 살 꼬마 제제와 라임오렌지나무 밍기뉴의 아름답고도 가슴 저미는 이야기이다.
77,난 모기에 물리지 않아!,펜드레드 노이스,01,04,06,학년필독서 / ‘모기에 저항력을 지닌 특이 체질’이 존재한다는 의학적 상상력을 바탕으로 쓴 소설이다.
78,난민 소녀 리도희,박경희,01,04,06,학년필독서 / 안정된 삶을 찾아 고향을 떠난 다양한 탈북 난민들의 이야기이다.
79,날아라! 포장마차,송방순,01,02,03," / "
80,남극에서 날아온 펭귄의 모험,유재영,01,04,03,학년필독서 / 남극에 사는 남매펭귄 붕과 숭은 오염되고 있는 남극을 떠나 살기 좋은 보금자리를 찾아 나선다.
81,남몰래 거울,백혜영,01,04,04,학년필독서 / 아홉살 하늘이가 남겨진 사람만큼 떠난 사람도 슬프고 아파할 수 있다는 사실을 받아들이고 조금 더 성장하는 이야기이다.
82,"남자, 여자 할 일이 따로 정해져 있을까요?",나카야마 치나츠,01,02,01," / "
83,내 꿈은 개그맨,리오 랜드리,01,02,03," / "
84,내 꿈은 방울토마토 엄마,허윤,01,01,02," / "
85,내 안에는 사자가 있어 너는?,가브리엘레 클리마,01,02,01," / "
86,내 친구가 사는 곳이 궁금해,김향금,01,02,02," / "
87,내가 그린 히말라야시다 그림,성석제,01,04,06,학년필독서 / 유명화가인 백선규의 비밀스런 과거와 그와 그림으로 연결되어 있는 0의 이야기다.
88,내가 도와줄게,테드 오닐&제니 오닐,01,01,02," / "
89,내가 조금 불편하면 세상은 초록이 돼요,김소희,01,01,02," / "
90,"냄새 값, 소리 값",이미영,03,01,02," / "
91,너는 특별하단다,맥스 루케이도,01,04,03,학년필독서 / 펀치넬로가 앨리 아저씨를 만나 자신이 특별하다고 생각하게 된 이야기이다.
92,너도 하늘말나리야,이금이,01,04,06,"학년필독서 / 가정의 결손을 겪은 미르, 소희, 바우가 자신의 상처를 드러내고 같이 치유하는 과정을 담았다."
93,넬슨 만델라,두레아이들,09,04,05,학년필독서 / 340여 년 동안 인종분리정책(아파르트헤이트)으로 멍든 남아프리카공화국에서 자유와 민주주의를 실현한 만델라의 삶에 대한 이야기를 담았다.
94,노인과 바다,어니스트 허밍웨이,02,04,05,"학년필독서 / 쿠바해협에서 거대한 물고기를 잡지만, 그 물고기를 상어에게 뜯어 먹히게 되는 한 노인에 대한 단순한 이야기이다."
95,노잣돈 갚기 프로젝트,김진희,01,04,05,학년필독서 /  죽은 지 49일 만에 노잣돈을 갚으면 다시 살아날 방법이 있다는 것을 알게 된 동우가 노잣돈을 갚으며 타인을 이해하게 된다는 내용이다.
96,눈치보지마,지우시 콰렝기,01,02,02," / "
97,늑대가 들려주는 아기돼지 삼형제 이야기,"존 셰스카 ",01,01,04,국어 4-2 가 / 아기 돼지 삼형제 이야기를 각색하여 늑대의 관점에서 내용을 다룬 이야기이다.
98,늑대와 일곱 마리 아기염소,그림형제,02,03,01," / "
99,늑대할머니,에드 영,01,02,02," / "
100,늘보씨 집을 나서다,김준철,01,02,01," / "
101,니 꿈은 뭐이가?,박정은,09,04,03,"학년필독서 / 독립운동가로서, 비행사로서, 그리고 여성으로서 항상 뜨겁게 살았던 권기옥의 이야기이다."
102,단군 신화,이형구,03,01,01," / "
103,단군 이야기,한진아,03,02,01," / "
104,달샤베트,백희나,01,02,01," / "
105,달콩이네 떡집,김리리,01,02,03," / "
106,달팽이 화가 마티스,팀 홉굿,01,02,01," / "
107,당나귀를 팔러가는 아버지와 아들,이솝연구회,02,01,04,국어 4-2 나~r~n일부 수록 /  아버지와 아들이 당나귀를 팔러 시장에 가다가 다른 사람들의 참견에 결국 당나귀를 놓치게 된다.
108,도깨비 방망이,김향금,03,03,01," / "
109,도서관에 간 사자,미셸 누드슨,05,02,01," / "
110,도서관에서 처음 책을 빌렸어요,알렉산더 스테들러,05,02,02," / "
111,도토리 삼형제의 안녕하세요,이송현,01,01,01," / "
112,돈키호테,세르반테스,02,04,05,학년필독서 / 기사 소설을 너무 많이 읽어 자신이 진짜 기사라고 착각한 한 시골 귀족이 종자와 함께 편력 여행을 하면서 겪게 되는 우스꽝스런 모험을 그린 이야기이다.
113,돌아온 진돗개 백구,송재찬,01,04,06,학년필독서 / 형편이 안좋은 서영이는 백구를 도시에 팔게 된다. 하지만 백구는 그 집에 적응하지 못하고 서영이를 찾아 길을 떠난다.
114,두근두근 탐험대1,김홍모,01,01,04,"국어 4-1 나 / 용의 나라, 소인국, 만화 주인공들의 나라, 도깨비 나라, 날마다 시험 보는 나라를 거쳐 다시 집으로 돌아오기까지, 아이들이 저마다 가진 문제와 아픔을 당당하고 즐겁게 엮은 이야기이다."
115,두루두루 창조이야기,김정연,11,04,05,학년필독서 /  세계의 시작과 인간의 탄생을 다룬 17개의 신화를 담고 있는 책이다.
116,딴 생각하지 말고 귀 기울여 들어요,서보현,01,01,01," / "
117,땅은 엄마야,이금이,01,04,03,학년필독서 / 환경오염 등으로 아파하는 생명을 엄마처럼 따뜻하게 감싸주고 어루만져주는 이야기이다.
118,또박또박 반갑게 인사해요,안미연,01,02,01," / "
119,"똑똑, 저는 이웃이에요",로시오 보니아,01,02,02," / "
120,라푼젤,그림형제,02,03,01," / "
121,레미제라블,빅토르 위고,02,04,06,학년필독서 / 장 발장이 빵을 훔치다 붙잡히고 오랜 감옥살이 끝에 석방된다. 이후 주교의 도움으로 새 삶을 살기로 결심하고 많은 사람들을 돕는다.
122,레이첼 카슨,진저 워즈워스,09,01,06,국어6-1 가~r~n제목 수록~r~n독서 단원 / 오늘날의 생태환경운동을 이끈  레이첼 카슨의 일대기다.
123,로빈 후드의 모험,조지프 워커 맥스페이든,01,01,05,국어5-2 가 ~r~n일부 수록 ~r~n독서 단원 /  아버지에게 누명을 씌운 원수를 죽인 후 숲 속에서 숨어지내게 된 귀족의 후예 로빈이 부패한 귀족들의 재물을 훔치고 가난한 사람을 돕는 의적의 삶을 살았다는 이야기이다.
124,로자 파크스,리즈베스 카이저,09,02,01," / "
125,리디아의 정원,사라 스튜어트,05,03,01," / "
126,린 할머니의 복숭아 나무,팅무니우,01,02,01," / "
127,마당을 나온 암탉,황선미,01,01,03,"국어3-2 가~r~n그림 수록~r~n1단원 / 평생 양계장에서 알만 낳던 닭, 잎싹이 마당을 나와 여러 모험을 하며 청둥오리를 기르는 이야기다."
128,마당을 나온 암탉,황선미,01,04,05,학년필독서 /  난용종 닭이지만 스스로 이름을 짓고 야생 청둥오리를 키워낸 강인한 암탉 잎싹의 숭고한 삶을 담아낸 이야기이다.
129,마더 테레사,이사벨 산체스 베가라,09,02,01," / "
130,마리퀴리,이사벨 산체스 베가라,09,02,01," / "
131,마법의 설탕 두 조각,미하엘 엔데,01,02,03," / "
132,마법의 손 장영실,김미혜,09,02,02," / "
133,마사코의 질문,손연자,01,04,06,학년필독서 / 일제 강점기에 우리 민족이 겪은 고난과 잔인한 일본에 대한 9가지 이야기가 들어 있다.
134,마음이 그랬어,박진아,01,02,02," / "
135,마틴 루서 킹,이사벨 산체스 베가라,09,02,01," / "
136,마틸다,마틸다,01,04,05,학년필독서 /  책 읽기 좋아하는 5세 천재 소녀 마틸다가 자신에게 생긴 초능력으로 나쁜 어른들을 혼내주는 통쾌한 내용이다.
137,마하트마 간디,이사벨 산체스 베가라,09,02,02," / "
138,만복이네 떡 집,김리리,01,01,03,국어3-1 나~r~n일부~r~n10단원 / 예의가 없고 친구들과 다툼이 잦은 만복이가 신비한 떡집에서 행동을 고치는 떡을 먹고 개과천선하는 이야기다.
139,말대꾸하면 안 돼요?,배봉기,01,01,06,"국어 6-1 가 / 5편의 동극을 수록하고 있는 동극집이며, 무대설명, 무대지시, 지문, 대사, 노래 등이 어우러진 이야기이다."
140,매일매일 힘을 주는 말,박은정,31,01,04,"국어 4-2 가 / ‘안녕’, ‘잘 가’, ‘고마워’ 같이 흔히 쓰는 인사말과 ‘행복해’, ‘사랑해’처럼 감정을 표현하는 말들을 그림과 글로 엮은 이야기이다."
141,맨 처음 우리나라 고조선,이현,11,04,03,학년필독서 / 5천 년 우리 역사를 옛이야기로 만나볼 수 있다.
142,"멋져 부러, 세발 자전거",김남중,01,01,04," 국어4-1 가~r~n일부 수록~r~n독서 단원 /  시골 할아버지 댁에서 심심하게 지내던 기림이가 삼촌을 통해 자전거를 배우고, 특별한 자전거 대회에 참여하게 되는 이야기이다."
143,멋진 사냥꾼 잠자리,안은영,06,01,04,국어활동4-2~r~n일부 수록~r~n7단원 /  뛰어난 시력과 놀라운 비행기술 등 사냥꾼 잠자리가 가진 능력을 세밀하고 쉽게 알려주는 그림책이다.
144,메밀꽃 필 무렵,이효석,28,04,06,"학년필독서 / 장돌뱅이로 살아가는 허생원이 젊은 장돌뱅이 동이와 가까워지면서 같이 대화 장터로 가는 이야기다. "
145,멸치 대왕의 꿈,이월,01,01,04,"국어4-2 나~r~n일부 수록~r~n9단원 /  멸치 대왕이 꾼 꿈을 해몽하는 과정을 통해 물고기들의 생김새에 대한 유래를 재밌게 담아 낸 그림책이다.  "
146,모차르트,해리엇 캐스터,09,03,02," / "
147,"몰라쟁이 엄마 ",이태준,01,01,01," / "
148,몽실언니,권정생,01,01,05,"국어5-1 가 ~r~n일부 수록 ~r~n독서 단원 /  전쟁으로 먹고 살기 힘든 시절, 분열과 갈등, 온갖 고통 속에서도 가족을 보듬어 낸 몽실이의 삶에 대한 이야기이다."
149,무조건 내 말이 맞아,임근희,01,01,03,국어3-2 나~r~n제목 수록~r~n7단원 / 타인의 말을 듣지 않고 자신의 주장만 고집하는 동기가 작가님을 만나면서 자신의 행동을 돌아보고 타인의 의견에 집중하게 된다.
150,무지개 물고기,마르쿠스 피스터,05,03,01," / "
151,무지개도시를 만드는 초록 슈퍼맨,김영숙,33,01,04,국어 4-1 가 / 시민의 힘으로 세상을 바꾼 위대한 이야기이다.
152,무툴라는 못 말려!,베벌리 나이두,01,01,03,국어 3-2 나~r~n일부 '01~r~n9단원 / 꾀 많은 산토끼 무툴라와 다양한 동물들의 이야기가 담긴 에피소드 형식의 책이다.
153,"미래가 온다, 로봇","김성화,권수진",19,01,06,"국어6-1 나~r~n제목 수록~r~n독서 단원 / 미래의 핵심 기술인 로봇을 낱낱이 파헤치는 책이다. "
154,미세먼지 이야기,박선희,06,04,06,학년필독서 / 미세먼지 이슈를 4가지 이야기로 풀어냈다.
155,미운 아기 오리,안데르센,02,01,01," / "
156,미카의 왼손,나카가와 히로노리,01,02,02," / "
157,바람 부는 날,정순희,01,01,02," / "
158,바람소리 물소리 자연을 닮은 우리 악기,청동말굽,24,01,05,국어5-1 나 ~r~n일부 수록 ~r~n8단원 /  전통악기에 쓰인 8가지 자연 재료와 각 악기 소리의 특징을 쉽게 설명한 그림책이다.
159,바삭바삭 갈매기,전민걸,01,01,03,국어3-1 가~r~n전문 수록~r~n1단원 / 갈매기가 사람들이 주는 과자를 먹고 본래의 식성을 버린다. 이후 인가 근처에서 날지도 못하고 과자만 먹는 새를 보고 충격을 받아 바다로 날아간다.
160,바위나리와 아기별,마해송,01,01,03,"국어활동3-1~r~n전문 수록~r~n10단원~r~n,국어3-2 나~r~n제목 수록~r~n7단원 / 바닷가에 홀로 핀 바위나리와 하늘의 아기별이 친구가 된다. 아기별은 바위나리를 보려다 하늘의 규칙을 어겨 하늘에서 쫓겨나게 된다."
161,박상구의 좋은 점 찾기,신채연,01,04,03,학년필독서 / 동갑내기 삼촌으로 인해 펼쳐지는 좌충우돌 우정 이야기이다.
162,받은 편지함,남찬숙,01,04,05,"학년필독서 /  병으로 돌아가신 엄마의 빈자리를 서로 챙기며 꿋꿋하게 지내는 순남이의 가족과 친구, 이웃, 작가 선생님이 나누는  아름다운 우정 이야기이다."
163,발가락,이보나 흐미엘레프스카,01,01,01," / "
164,발레 하는 할아버지,신원미,01,02,02," / "
165,발명왕은 나야나,바바라 에샴,01,02,01," / "
166,밤티 마을 봄이네 집,이금이,01,04,04," 학년필독서 /  막내 봄이가 태어난 후 영미의 심술과 고추농사, 할아버지 가출 등의 크고 작은 어려움을 겪지만 가족들은  사랑으로 이를 이겨 낸다."
167,밤티 마을 영미네 집,이금이,01,04,04," 학년필독서 /  영미는 팥쥐 엄마가 새엄마인 것을 알고 투정을 부리지만 결국 따뜻한 정을 느끼며 받아들이게 되는 이야기이다."
168,밤티 마을 큰돌이네 집,이금이,01,04,04," 학년필독서 /  집을 떠난 엄마가 그리운 대석이는 동생을 입양 보내고 새로운 엄마를 맞이하지만 영미와 다시 만나게 되는 과정을 보여준다. "
169,방귀 시합,김향금,03,01,02," / "
170,배고픈 애벌레,에릭 칼,01,02,01," / "
171,백두산 이야기,류재수,01,01,04,국어 4-2 나 / 백두산의 탄생 설화를 모티브로 우리 민족의 삶과 정체성을 담은 이야기이다.
172,백설 공주,그림형제,02,01,01," / "
173,벌거벗은 임금님,안데르센,02,03,01," / "
174,베토벤,김정은,09,02,02," / "
175,별 헤는 아이 윤동주,우현옥,09,03,02," / "
176,별별 우주 이야기,정창훈,19,01,04,"국어 4-2 가 / 초등학생이 알아야 할 기본적인 천문학 지식을 우리나라 전문가가 소개하는 이야기이다. "
177,별을 삼킨 괴물,민트래빗 플래닝,01,01,01," / "
178,별주부전,김해원,04,01,03,국어3-2 나~r~n표지 '01~r~n9단원 / 병든 용왕을 살리기 위해 토끼의 간을 가져와야 하는 자라와 기발한 꾀를 내어 자신을 지키는 토끼의 이야기다.
179,별주부전,박숙희,01,01,06,국어 6-1 나 / 자라의 충심과 토끼의 기지로 서로 속고 속이는 재미가 있는 이야기이다.
180,본받아야 할 우리 예절,우리누리,30,04,04,"학년필독서 / 어린이들이 꼭 알아야 하고, 반드시 지켜야 할 우리 전통 예절에 대한 이야기이다."
181,봄봄,다림,28,04,06,학년필독서 / 점순이의 키가 자라면 결혼을 시켜주겠다는 말을 믿고 데릴사위 노릇(무일푼 머슴 노릇)을 하고 있는 ‘나’의 이야기다.
182,불똥 할머니의 요술 보퉁이,이미애,01,01,02," / "
183,붉은 여우 아저씨,송정화,01,01,01," / "
184,브레멘 음악대,그림형제,02,02,01," / "
185,비무장 지대에 봄이 오면,이억배,01,04,03,학년필독서 / 비무장지대의 자연과 사람의 이야기이다.
186,빡빡머리 앤,고정욱 저 외 5명,01,04,06,학년필독서 / 주인공들이 여성으로서 자신의 내면에 귀를 기울이고 진정으로 꿈꾸는 것을 이루기 위해 달려 나가는 각각의 ‘나’들의 이야기이다.
187,빨간 머리 앤,루시 모드 몽고메리,02,02,03," / "
188,빨간 모자,그림형제,02,01,02," / "
189,빨간 부채 파란 부채,한진아,03,01,01," / "
190,빼앗긴 오월,장우,01,04,06,학년필독서 / 광주 근교에서 순박하게 살아가던 이들의 비극적인 가족사를 담은 이야기이다.
191,"사라, 버스를 타다",윌리엄 밀러,01,01,04,국어4-2 가~r~n전문 수록~r~n4단원 /  버스에서 받는 차별에 용기 있게 행동한 사라가 결국 잘못된 법을 바꾸게 된다. 미국 인종차별의 역사적 사건을 그림책으로 엮었다.
192,살색은 다 달라요,캐런 카츠,05,02,02," / "
193,삼국사기,김부식,04,01,05,"국어5-1 나 제목수록 9단원 /  삼국의 역사 연대에 따른 주요 인물의 일화를 소개하는 책이다. "
194,삼국유사,일연,04,04,05,"학년필독서 /  삼국유사보다 늦게 엮여졌으나 단군신화와 같은 우리민족의 뿌리와 전통을 담은 이야기가 많은 책이다. "
195,색깔 속에 숨은 세상 이야기,"박영란, 최우성",18,01,05,"국어5-1 가 ~r~n일부 수록 ~r~n3단원 /  색깔의 탄생부터 과거와 현대의 색이 가지는 상징성과 표현 등을 살펴보며 생활 속에 깃든 색의 이야기를 알려준다. "
196,샘마을 몽당깨비,황선미,01,01,06,국어6-1 나~r~n일부 수록~r~n8단원 / 삼백 년 동안 은행나무 뿌리에 갇혀 있던 몽당깨비가 도시개발에 의해 나타나면서 일어나는 일을 그리고 있다.
197,생각 깨우기,이어령,21,01,06,"국어6-2 가~r~n일부 수록~r~n3단원 / 위인, 재미있는 이야기, 일상생활 속 의문들을 통해 생각을 되짚어 깨운다. "
198,생각하는 힘을 키우는 철학이야기," 페테르 엑베리",21,04,05,"추천도서 / 세계 역사 속 다양한 철학자들이 인간과 존재, 사회에 대해 이야기한 사실들을 그림과 함께 쉽게 풀어낸 책이다."
199,"생명, 알면 사랑하게 되지요",최재천,30,01,04,국어 4-1 가 / 선생님이 동물원과 반려동물을 키우는 자세 등의 생명에 대한 가르침을 주는 이야기이다.
200,생명윤리논쟁,장성익,30,04,06,"학년필독서 / 유전자 변형 먹거리(GMO), 생명 복제, 줄기세포, 장기 이식, 안락사, 동물 실험 등 요즘 논란이 되고 있는 생명 윤리에 관한 논쟁을 담은 이야기이다."
201,생쥐와 고래,윌리엄 스타이그,05,03,02," / "
202,생태통로,김황,06,02,02," / "
203,샬롯의 거미줄,엘윈 브룩스 화이트,01,04,05,학년필독서 /  무녀리로 태어난 돼지 윌버가 회색거미 샬롯을 비롯한 농장의 식구들과 나누는 우정과 삶의 이야기를 들려준다.
204,선덕여왕,남찬숙,09,01,02," / "
205,"선생님, 바보 의사 선생님",이상희,09,01,02," / "
206,선생님과 함께 읽는 동백꽃,전국국어교사모임,28,04,06,학년필독서 / 마름집 딸인 점순이와 소작농의 아들인 ‘나’의 우정과 사랑이야기다.
207,선생님과 함께 읽는 사랑손님과 어머니,전국국어교사모임,28,04,06,학년필독서 / 순수한 어린이 옥희의 시점으로 어머니와 아저씨의 관계를 바라본다.
